idx,model_id,source,arch,arch_group,arch_family,dataset,extra_annotations
1,alexnet,torchvision.models,alexnet,CNN,cnn,ImageNet-1k,[]
2,convmixer_1024_20_ks9_p14.in1k,timm,convmixer,CNN,cnn,ImageNet-1k,[]
3,convmixer_1536_20.in1k,timm,convmixer,CNN,cnn,ImageNet-1k,[]
4,convmixer_768_32.in1k,timm,convmixer,CNN,cnn,ImageNet-1k,[]
5,cs3darknet_focus_l.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
6,cs3darknet_focus_m.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
7,cs3darknet_l.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
8,cs3darknet_m.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
9,cs3darknet_x.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
10,cs3sedarknet_l.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
11,cs3sedarknet_x.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
12,cspdarknet53.ra_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
13,darknet53.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
14,darknetaa53.c2ns_in1k,timm,darknet,CNN,cnn,ImageNet-1k,[]
15,densenet121,torchvision.models,densenet,CNN,cnn,ImageNet-1k,[]
16,densenet121.ra_in1k,timm,densenet,CNN,cnn,ImageNet-1k,[]
17,densenet161,torchvision.models,densenet,CNN,cnn,ImageNet-1k,[]
18,densenet169,torchvision.models,densenet,CNN,cnn,ImageNet-1k,[]
19,densenet201,torchvision.models,densenet,CNN,cnn,ImageNet-1k,[]
20,densenetblur121d.ra_in1k,timm,densenet,CNN,cnn,ImageNet-1k,[]
21,dla102.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
22,dla102x.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
23,dla102x2.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
24,dla169.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
25,dla34.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
26,dla46_c.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
27,dla46x_c.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
28,dla60.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
29,dla60x.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
30,dla60x_c.in1k,timm,dla,CNN,cnn,ImageNet-1k,[]
31,dpn107.mx_in1k,timm,dpn,CNN,cnn,ImageNet-1k,[]
32,dpn131.mx_in1k,timm,dpn,CNN,cnn,ImageNet-1k,[]
33,dpn68.mx_in1k,timm,dpn,CNN,cnn,ImageNet-1k,[]
34,dpn68b.mx_in1k,timm,dpn,CNN,cnn,ImageNet-1k,[]
35,dpn68b.ra_in1k,timm,dpn,CNN,cnn,ImageNet-1k,[]
36,dpn92.mx_in1k,timm,dpn,CNN,cnn,ImageNet-1k,[]
37,dpn98.mx_in1k,timm,dpn,CNN,cnn,ImageNet-1k,[]
38,focalnet_base_lrf.ms_in1k,timm,focalnet,CNN,cnn,ImageNet-1k,[]
39,focalnet_base_srf.ms_in1k,timm,focalnet,CNN,cnn,ImageNet-1k,[]
40,focalnet_small_lrf.ms_in1k,timm,focalnet,CNN,cnn,ImageNet-1k,[]
41,focalnet_small_srf.ms_in1k,timm,focalnet,CNN,cnn,ImageNet-1k,[]
42,focalnet_tiny_lrf.ms_in1k,timm,focalnet,CNN,cnn,ImageNet-1k,[]
43,focalnet_tiny_srf.ms_in1k,timm,focalnet,CNN,cnn,ImageNet-1k,[]
44,googlenet,torchvision.models,googlenet,CNN,cnn,ImageNet-1k,[]
45,hrnet_w18.ms_aug_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
46,hrnet_w18.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
47,hrnet_w18_small.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
48,hrnet_w18_small_v2.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
49,hrnet_w18_ssld.paddle_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,['Distillation']
50,hrnet_w30.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
51,hrnet_w32.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
52,hrnet_w40.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
53,hrnet_w44.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
54,hrnet_w48.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
55,hrnet_w48_ssld.paddle_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,['Distillation']
56,hrnet_w64.ms_in1k,timm,hrnet,CNN,cnn,ImageNet-1k,[]
57,inception_v3,torchvision.models,inception,CNN,cnn,ImageNet-1k,[]
58,inception_v3.gluon_in1k,timm,inception,CNN,cnn,ImageNet-1k,[]
59,inception_v3.tf_adv_in1k,timm,inception,CNN,cnn,ImageNet-1k,['Adversarial Training']
60,inception_v3.tf_in1k,timm,inception,CNN,cnn,ImageNet-1k,[]
61,inception_v4.tf_in1k,timm,inception,CNN,cnn,ImageNet-1k,[]
62,dm_nfnet_f0.dm_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
63,dm_nfnet_f1.dm_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
64,dm_nfnet_f2.dm_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
65,dm_nfnet_f3.dm_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
66,dm_nfnet_f4.dm_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
67,dm_nfnet_f5.dm_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
68,dm_nfnet_f6.dm_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
69,eca_nfnet_l0.ra2_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
70,eca_nfnet_l1.ra2_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
71,eca_nfnet_l2.ra3_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
72,nf_regnet_b1.ra2_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
73,nf_resnet50.ra2_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
74,nfnet_l0.ra2_in1k,timm,nfnet,CNN,cnn,ImageNet-1k,[]
75,repvgg_a2.rvgg_in1k,timm,vgg,CNN,cnn,ImageNet-1k,[]
76,repvgg_b0.rvgg_in1k,timm,vgg,CNN,cnn,ImageNet-1k,[]
77,repvgg_b1.rvgg_in1k,timm,vgg,CNN,cnn,ImageNet-1k,[]
78,repvgg_b1g4.rvgg_in1k,timm,vgg,CNN,cnn,ImageNet-1k,[]
79,repvgg_b2.rvgg_in1k,timm,vgg,CNN,cnn,ImageNet-1k,[]
80,repvgg_b2g4.rvgg_in1k,timm,vgg,CNN,cnn,ImageNet-1k,[]
81,repvgg_b3.rvgg_in1k,timm,vgg,CNN,cnn,ImageNet-1k,[]
82,repvgg_b3g4.rvgg_in1k,timm,vgg,CNN,cnn,ImageNet-1k,[]
83,vgg11,torchvision.models,vgg,CNN,cnn,ImageNet-1k,[]
84,vgg11_bn,torchvision.models,vgg,CNN,cnn,ImageNet-1k,[]
85,vgg13,torchvision.models,vgg,CNN,cnn,ImageNet-1k,[]
86,vgg13_bn,torchvision.models,vgg,CNN,cnn,ImageNet-1k,[]
87,vgg16,torchvision.models,vgg,CNN,cnn,ImageNet-1k,[]
88,vgg16_bn,torchvision.models,vgg,CNN,cnn,ImageNet-1k,[]
89,vgg19,torchvision.models,vgg,CNN,cnn,ImageNet-1k,[]
90,vgg19_bn,torchvision.models,vgg,CNN,cnn,ImageNet-1k,[]
91,xception41.tf_in1k,timm,xception,CNN,cnn,ImageNet-1k,[]
92,xception41p.ra3_in1k,timm,xception,CNN,cnn,ImageNet-1k,[]
93,xception65.ra3_in1k,timm,xception,CNN,cnn,ImageNet-1k,[]
94,xception65.tf_in1k,timm,xception,CNN,cnn,ImageNet-1k,[]
95,xception65p.ra3_in1k,timm,xception,CNN,cnn,ImageNet-1k,[]
96,xception71.tf_in1k,timm,xception,CNN,cnn,ImageNet-1k,[]
97,convnext-base-224,huggingface,convnext,ConvNeXt,cnn,ImageNet-1k,[]
98,convnext-base-224-22k-1k,huggingface,convnext,ConvNeXt,cnn,ImageNet-21k,[]
99,convnext-base-384,huggingface,convnext,ConvNeXt,cnn,ImageNet-1k,[]
100,convnext-base-384-22k-1k,huggingface,convnext,ConvNeXt,cnn,ImageNet-21k,[]
101,convnext-large-224,huggingface,convnext,ConvNeXt,cnn,ImageNet-1k,[]
102,convnext-large-384,huggingface,convnext,ConvNeXt,cnn,ImageNet-1k,[]
103,convnext-large-384-22k-1k,huggingface,convnext,ConvNeXt,cnn,ImageNet-21k,[]
104,convnext-small-224,huggingface,convnext,ConvNeXt,cnn,ImageNet-1k,[]
105,convnext-tiny-224,huggingface,convnext,ConvNeXt,cnn,ImageNet-1k,[]
106,convnext-xlarge-224-22k-1k,huggingface,convnext,ConvNeXt,cnn,ImageNet-21k,[]
107,convnext-xlarge-384-22k-1k,huggingface,convnext,ConvNeXt,cnn,ImageNet-21k,[]
108,convnext_atto.d2_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
109,convnext_atto_ols.a2_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
110,convnext_base,torchvision.models,convnext,ConvNeXt,cnn,ImageNet-1k,[]
111,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,timm,convnext,ConvNeXt,cnn,LAION-2B,['CLIP Training']
112,convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384,timm,convnext,ConvNeXt,cnn,LAION-2B,['CLIP Training']
113,convnext_base.clip_laion2b_augreg_ft_in1k,timm,convnext,ConvNeXt,cnn,LAION-2B,['CLIP Training']
114,convnext_femto.d1_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
115,convnext_femto_ols.d1_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
116,convnext_large,torchvision.models,convnext,ConvNeXt,cnn,ImageNet-1k,[]
117,convnext_large.fb_in22k_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-21k,[]
118,convnext_large_mlp.clip_laion2b_augreg_ft_in1k,timm,convnext,ConvNeXt,cnn,LAION-2B,['CLIP Training']
119,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,timm,convnext,ConvNeXt,cnn,LAION-2B,['CLIP Training']
120,convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_320,timm,convnext,ConvNeXt,cnn,LAION-2B,['CLIP Training']
121,convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_384,timm,convnext,ConvNeXt,cnn,LAION-2B,['CLIP Training']
122,convnext_nano.d1h_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
123,convnext_nano_ols.d1h_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
124,convnext_pico.d1_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
125,convnext_pico_ols.d1_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
126,convnext_small,torchvision.models,convnext,ConvNeXt,cnn,ImageNet-1k,[]
127,convnext_small.fb_in22k_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-21k,[]
128,convnext_small.fb_in22k_ft_in1k_384,timm,convnext,ConvNeXt,cnn,ImageNet-21k,[]
129,convnext_tiny,torchvision.models,convnext,ConvNeXt,cnn,ImageNet-1k,[]
130,convnext_tiny.fb_in22k_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-21k,[]
131,convnext_tiny.fb_in22k_ft_in1k_384,timm,convnext,ConvNeXt,cnn,ImageNet-21k,[]
132,convnext_tiny_hnf.a2h_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,[]
133,convnext_xxlarge.clip_laion2b_soup_ft_in1k,timm,convnext,ConvNeXt,cnn,LAION-2B,['CLIP Training']
134,convnextv2_atto.fcmae_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,['Self-Supervised Learning']
135,convnextv2_base.fcmae_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,['Self-Supervised Learning']
136,convnextv2_base.fcmae_ft_in22k_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
137,convnextv2_base.fcmae_ft_in22k_in1k_384,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
138,convnextv2_femto.fcmae_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,['Self-Supervised Learning']
139,convnextv2_huge.fcmae_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,['Self-Supervised Learning']
140,convnextv2_huge.fcmae_ft_in22k_in1k_384,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
141,convnextv2_huge.fcmae_ft_in22k_in1k_512,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
142,convnextv2_large.fcmae_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,['Self-Supervised Learning']
143,convnextv2_large.fcmae_ft_in22k_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
144,convnextv2_large.fcmae_ft_in22k_in1k_384,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
145,convnextv2_nano.fcmae_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,['Self-Supervised Learning']
146,convnextv2_nano.fcmae_ft_in22k_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
147,convnextv2_nano.fcmae_ft_in22k_in1k_384,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
148,convnextv2_pico.fcmae_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,['Self-Supervised Learning']
149,convnextv2_tiny.fcmae_ft_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-1k,['Self-Supervised Learning']
150,convnextv2_tiny.fcmae_ft_in22k_in1k,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
151,convnextv2_tiny.fcmae_ft_in22k_in1k_384,timm,convnext,ConvNeXt,cnn,ImageNet-21k,['Self-Supervised Learning']
152,efficientnet_b0.ra_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
153,efficientnet_b1.ft_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
154,efficientnet_b1_pruned.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Distillation']
155,efficientnet_b2.ra_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
156,efficientnet_b2_pruned.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Distillation']
157,efficientnet_b3.ra2_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
158,efficientnet_b3_pruned.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Distillation']
159,efficientnet_b4.ra2_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
160,efficientnet_el.ra_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
161,efficientnet_el_pruned.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Distillation']
162,efficientnet_em.ra2_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
163,efficientnet_es.ra_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
164,efficientnet_es_pruned.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Distillation']
165,efficientnet_lite0.ra_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
166,efficientnetv2_rw_m.agc_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
167,efficientnetv2_rw_s.ra2_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
168,efficientnetv2_rw_t.ra2_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
169,gc_efficientnetv2_rw_t.agc_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
170,tf_efficientnet_b0.aa_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
171,tf_efficientnet_b0.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
172,tf_efficientnet_b0.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
173,tf_efficientnet_b0.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
174,tf_efficientnet_b1.aa_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
175,tf_efficientnet_b1.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
176,tf_efficientnet_b1.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
177,tf_efficientnet_b1.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
178,tf_efficientnet_b2.aa_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
179,tf_efficientnet_b2.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
180,tf_efficientnet_b2.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
181,tf_efficientnet_b2.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
182,tf_efficientnet_b3.aa_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
183,tf_efficientnet_b3.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
184,tf_efficientnet_b3.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
185,tf_efficientnet_b3.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
186,tf_efficientnet_b4.aa_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
187,tf_efficientnet_b4.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
188,tf_efficientnet_b4.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
189,tf_efficientnet_b4.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
190,tf_efficientnet_b5.aa_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
191,tf_efficientnet_b5.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
192,tf_efficientnet_b5.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
193,tf_efficientnet_b5.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
194,tf_efficientnet_b5.ra_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
195,tf_efficientnet_b6.aa_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
196,tf_efficientnet_b6.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
197,tf_efficientnet_b6.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
198,tf_efficientnet_b7.aa_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
199,tf_efficientnet_b7.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
200,tf_efficientnet_b7.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
201,tf_efficientnet_b7.ra_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
202,tf_efficientnet_b8.ap_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,['Adversarial Training']
203,tf_efficientnet_b8.ra_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
204,tf_efficientnet_cc_b0_4e.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
205,tf_efficientnet_cc_b0_8e.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
206,tf_efficientnet_cc_b1_8e.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
207,tf_efficientnet_el.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
208,tf_efficientnet_em.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
209,tf_efficientnet_es.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
210,tf_efficientnet_l2.ns_jft_in1k,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
211,tf_efficientnet_l2.ns_jft_in1k_475,timm,efficientnet,EfficientNet,cnn,JFT,['Semi-Supervised Learning']
212,tf_efficientnet_lite0.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
213,tf_efficientnet_lite1.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
214,tf_efficientnet_lite2.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
215,tf_efficientnet_lite3.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
216,tf_efficientnet_lite4.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
217,tf_efficientnetv2_b0.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
218,tf_efficientnetv2_b1.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
219,tf_efficientnetv2_b2.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
220,tf_efficientnetv2_b3.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
221,tf_efficientnetv2_b3.in21k_ft_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-21k,[]
222,tf_efficientnetv2_l.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
223,tf_efficientnetv2_l.in21k_ft_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-21k,[]
224,tf_efficientnetv2_m.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
225,tf_efficientnetv2_m.in21k_ft_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-21k,[]
226,tf_efficientnetv2_s.in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-1k,[]
227,tf_efficientnetv2_s.in21k_ft_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-21k,[]
228,tf_efficientnetv2_xl.in21k_ft_in1k,timm,efficientnet,EfficientNet,cnn,ImageNet-21k,[]
229,fbnetc_100.rmsp_in1k,timm,fbnet,EfficientNet,cnn,ImageNet-1k,[]
230,fbnetv3_b.ra2_in1k,timm,fbnet,EfficientNet,cnn,ImageNet-1k,[]
231,fbnetv3_d.ra2_in1k,timm,fbnet,EfficientNet,cnn,ImageNet-1k,[]
232,fbnetv3_g.ra2_in1k,timm,fbnet,EfficientNet,cnn,ImageNet-1k,[]
233,hardcorenas_a.miil_green_in1k,timm,hardcorenas,EfficientNet,cnn,ImageNet-1k,[]
234,hardcorenas_b.miil_green_in1k,timm,hardcorenas,EfficientNet,cnn,ImageNet-1k,[]
235,hardcorenas_c.miil_green_in1k,timm,hardcorenas,EfficientNet,cnn,ImageNet-1k,[]
236,hardcorenas_d.miil_green_in1k,timm,hardcorenas,EfficientNet,cnn,ImageNet-1k,[]
237,hardcorenas_e.miil_green_in1k,timm,hardcorenas,EfficientNet,cnn,ImageNet-1k,[]
238,hardcorenas_f.miil_green_in1k,timm,hardcorenas,EfficientNet,cnn,ImageNet-1k,[]
239,lcnet_050.ra2_in1k,timm,lcnet,EfficientNet,cnn,ImageNet-1k,[]
240,lcnet_075.ra2_in1k,timm,lcnet,EfficientNet,cnn,ImageNet-1k,[]
241,lcnet_100.ra2_in1k,timm,lcnet,EfficientNet,cnn,ImageNet-1k,[]
242,mixnet_l.ft_in1k,timm,mixnet,EfficientNet,cnn,ImageNet-1k,[]
