idx,model_id,source,arch,arch_group,arch_family,dataset,extra_annotations
736,swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,timm,swin,Swin,transformer,ImageNet-21k,[]
737,swinv2_small_window16_256.ms_in1k,timm,swin,Swin,transformer,ImageNet-1k,[]
738,swinv2_small_window8_256.ms_in1k,timm,swin,Swin,transformer,ImageNet-1k,[]
739,swinv2_tiny_window16_256.ms_in1k,timm,swin,Swin,transformer,ImageNet-1k,[]
740,swinv2_tiny_window8_256.ms_in1k,timm,swin,Swin,transformer,ImageNet-1k,[]
741,cait_m36_384.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
742,cait_m48_448.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
743,cait_s24_224.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
744,cait_s24_384.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
745,cait_s36_384.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
746,cait_xs24_384.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
747,cait_xxs24_224.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
748,cait_xxs24_384.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
749,cait_xxs36_224.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
750,cait_xxs36_384.fb_dist_in1k,timm,cait,ViT,transformer,ImageNet-1k,['Distillation']
751,coat_lite_medium.in1k,timm,coat,ViT,transformer,ImageNet-1k,[]
752,coat_lite_medium_384.in1k,timm,coat,ViT,transformer,ImageNet-1k,[]
753,coat_lite_mini.in1k,timm,coat,ViT,transformer,ImageNet-1k,[]
754,coat_lite_small.in1k,timm,coat,ViT,transformer,ImageNet-1k,[]
755,coat_lite_tiny.in1k,timm,coat,ViT,transformer,ImageNet-1k,[]
756,coat_mini.in1k,timm,coat,ViT,transformer,ImageNet-1k,[]
757,coat_small.in1k,timm,coat,ViT,transformer,ImageNet-1k,[]
758,coat_tiny.in1k,timm,coat,ViT,transformer,ImageNet-1k,[]
759,convit_base.fb_in1k,timm,convit,ViT,transformer,ImageNet-1k,[]
760,convit_small.fb_in1k,timm,convit,ViT,transformer,ImageNet-1k,[]
761,convit_tiny.fb_in1k,timm,convit,ViT,transformer,ImageNet-1k,[]
762,crossvit_15_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
763,crossvit_15_dagger_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
764,crossvit_15_dagger_408.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
765,crossvit_18_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
766,crossvit_18_dagger_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
767,crossvit_18_dagger_408.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
768,crossvit_9_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
769,crossvit_9_dagger_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
770,crossvit_base_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
771,crossvit_small_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
772,crossvit_tiny_240.in1k,timm,crossvit,ViT,transformer,ImageNet-1k,[]
773,davit_base.msft_in1k,timm,davit,ViT,transformer,ImageNet-1k,[]
774,davit_small.msft_in1k,timm,davit,ViT,transformer,ImageNet-1k,[]
775,davit_tiny.msft_in1k,timm,davit,ViT,transformer,ImageNet-1k,[]
776,deit3_base_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
777,deit3_base_patch16_224.fb_in22k_ft_in1k,timm,deit,ViT,transformer,ImageNet-21k,[]
778,deit3_base_patch16_384.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
779,deit3_base_patch16_384.fb_in22k_ft_in1k,timm,deit,ViT,transformer,ImageNet-21k,[]
780,deit3_huge_patch14_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
781,deit3_huge_patch14_224.fb_in22k_ft_in1k,timm,deit,ViT,transformer,ImageNet-21k,[]
782,deit3_large_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
783,deit3_large_patch16_224.fb_in22k_ft_in1k,timm,deit,ViT,transformer,ImageNet-21k,[]
784,deit3_large_patch16_384.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
785,deit3_large_patch16_384.fb_in22k_ft_in1k,timm,deit,ViT,transformer,ImageNet-21k,[]
786,deit3_medium_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
787,deit3_medium_patch16_224.fb_in22k_ft_in1k,timm,deit,ViT,transformer,ImageNet-21k,[]
788,deit3_small_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
789,deit3_small_patch16_224.fb_in22k_ft_in1k,timm,deit,ViT,transformer,ImageNet-21k,[]
790,deit3_small_patch16_384.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
791,deit3_small_patch16_384.fb_in22k_ft_in1k,timm,deit,ViT,transformer,ImageNet-21k,[]
792,deit_base_distilled_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,['Distillation']
793,deit_base_distilled_patch16_384.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,['Distillation']
794,deit_base_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
795,deit_base_patch16_384.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
796,deit_small_distilled_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,['Distillation']
797,deit_small_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
798,deit_tiny_distilled_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,['Distillation']
799,deit_tiny_patch16_224.fb_in1k,timm,deit,ViT,transformer,ImageNet-1k,[]
800,flexivit_base.1200ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
801,flexivit_base.300ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
802,flexivit_base.600ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
803,flexivit_large.1200ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
804,flexivit_large.300ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
805,flexivit_large.600ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
806,flexivit_small.1200ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
807,flexivit_small.300ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
808,flexivit_small.600ep_in1k,timm,flexivit,ViT,transformer,ImageNet-1k,[]
809,gcvit_base.in1k,timm,gcvit,ViT,transformer,ImageNet-1k,[]
810,gcvit_small.in1k,timm,gcvit,ViT,transformer,ImageNet-1k,[]
811,gcvit_tiny.in1k,timm,gcvit,ViT,transformer,ImageNet-1k,[]
812,gcvit_xtiny.in1k,timm,gcvit,ViT,transformer,ImageNet-1k,[]
813,gcvit_xxtiny.in1k,timm,gcvit,ViT,transformer,ImageNet-1k,[]
814,mvitv2_base.fb_in1k,timm,mvit,ViT,transformer,ImageNet-1k,[]
815,mvitv2_large.fb_in1k,timm,mvit,ViT,transformer,ImageNet-1k,[]
816,mvitv2_small.fb_in1k,timm,mvit,ViT,transformer,ImageNet-1k,[]
817,mvitv2_tiny.fb_in1k,timm,mvit,ViT,transformer,ImageNet-1k,[]
818,nest_base_jx.goog_in1k,timm,nest,ViT,transformer,ImageNet-1k,[]
819,nest_small_jx.goog_in1k,timm,nest,ViT,transformer,ImageNet-1k,[]
820,nest_tiny_jx.goog_in1k,timm,nest,ViT,transformer,ImageNet-1k,[]
821,pit_b_224.in1k,timm,pit,ViT,transformer,ImageNet-1k,[]
822,pit_b_distilled_224.in1k,timm,pit,ViT,transformer,ImageNet-1k,['Distillation']
823,pit_s_224.in1k,timm,pit,ViT,transformer,ImageNet-1k,[]
824,pit_s_distilled_224.in1k,timm,pit,ViT,transformer,ImageNet-1k,['Distillation']
825,pit_ti_224.in1k,timm,pit,ViT,transformer,ImageNet-1k,[]
826,pit_ti_distilled_224.in1k,timm,pit,ViT,transformer,ImageNet-1k,['Distillation']
827,pit_xs_224.in1k,timm,pit,ViT,transformer,ImageNet-1k,[]
828,pit_xs_distilled_224.in1k,timm,pit,ViT,transformer,ImageNet-1k,['Distillation']
829,twins_pcpvt_base.in1k,timm,twins,ViT,transformer,ImageNet-1k,[]
830,twins_pcpvt_large.in1k,timm,twins,ViT,transformer,ImageNet-1k,[]
831,twins_pcpvt_small.in1k,timm,twins,ViT,transformer,ImageNet-1k,[]
832,twins_svt_base.in1k,timm,twins,ViT,transformer,ImageNet-1k,[]
833,twins_svt_large.in1k,timm,twins,ViT,transformer,ImageNet-1k,[]
834,twins_svt_small.in1k,timm,twins,ViT,transformer,ImageNet-1k,[]
835,vit_b_16,torchvision.models,vit,ViT,transformer,ImageNet-1k,[]
836,vit_b_16_swag,torchvision.models,vit,ViT,transformer,Instagram,['Semi-Supervised Learning']
837,vit_b_32,torchvision.models,vit,ViT,transformer,ImageNet-1k,[]
838,vit_base_patch16_224.augreg2_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
839,vit_base_patch16_224.augreg_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
840,vit_base_patch16_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
841,vit_base_patch16_224.orig_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
842,vit_base_patch16_224.sam_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
843,vit_base_patch16_224_miil.in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
844,vit_base_patch16_384.augreg_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
845,vit_base_patch16_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
846,vit_base_patch16_384.orig_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
847,vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
848,vit_base_patch16_clip_224.laion2b_ft_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
849,vit_base_patch16_clip_224.openai_ft_in12k_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
850,vit_base_patch16_clip_224.openai_ft_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
851,vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
852,vit_base_patch16_clip_384.laion2b_ft_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
853,vit_base_patch16_clip_384.openai_ft_in12k_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
854,vit_base_patch16_clip_384.openai_ft_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
855,vit_base_patch16_rpn_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
856,vit_base_patch32_224.augreg_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
857,vit_base_patch32_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
858,vit_base_patch32_224.sam_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
859,vit_base_patch32_384.augreg_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
860,vit_base_patch32_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
861,vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
862,vit_base_patch32_clip_224.laion2b_ft_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
863,vit_base_patch32_clip_224.openai_ft_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
864,vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
865,vit_base_patch32_clip_384.openai_ft_in12k_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
866,vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
867,vit_base_patch8_224.augreg2_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
868,vit_base_patch8_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
869,vit_base_r50_s16_384.orig_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
870,vit_h_14_swag,torchvision.models,vit,ViT,transformer,Instagram,['Semi-Supervised Learning']
871,vit_huge_patch14_clip_224.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
872,vit_huge_patch14_clip_224.laion2b_ft_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
873,vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
874,vit_l_16,torchvision.models,vit,ViT,transformer,ImageNet-1k,[]
875,vit_l_16_swag,torchvision.models,vit,ViT,transformer,Instagram,['Semi-Supervised Learning']
876,vit_l_32,torchvision.models,vit,ViT,transformer,ImageNet-1k,[]
877,vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
878,vit_large_patch14_clip_224.laion2b_ft_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
879,vit_large_patch14_clip_224.openai_ft_in12k_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
880,vit_large_patch14_clip_224.openai_ft_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
881,vit_large_patch14_clip_336.laion2b_ft_in12k_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
882,vit_large_patch14_clip_336.laion2b_ft_in1k,timm,vit,ViT,transformer,LAION-2B,['CLIP Training']
883,vit_large_patch14_clip_336.openai_ft_in12k_in1k,timm,vit,ViT,transformer,WIT,['CLIP Training']
884,vit_large_patch16_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
885,vit_large_patch16_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
886,vit_large_patch32_384.orig_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
887,vit_large_r50_s32_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
888,vit_large_r50_s32_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
889,vit_relpos_base_patch16_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
890,vit_relpos_base_patch16_clsgap_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
891,vit_relpos_base_patch32_plus_rpn_256.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
892,vit_relpos_medium_patch16_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
893,vit_relpos_medium_patch16_cls_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
894,vit_relpos_medium_patch16_rpn_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
895,vit_relpos_small_patch16_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
896,vit_small_patch16_224.augreg_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
897,vit_small_patch16_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
898,vit_small_patch16_384.augreg_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
899,vit_small_patch16_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
900,vit_small_patch32_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
901,vit_small_patch32_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
902,vit_small_r26_s32_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
903,vit_small_r26_s32_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
904,vit_srelpos_medium_patch16_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
905,vit_srelpos_small_patch16_224.sw_in1k,timm,vit,ViT,transformer,ImageNet-1k,[]
906,vit_tiny_patch16_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
907,vit_tiny_patch16_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
908,vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
909,vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,timm,vit,ViT,transformer,ImageNet-21k,[]
910,volo_d1_224.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
911,volo_d1_384.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
912,volo_d2_224.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
913,volo_d2_384.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
914,volo_d3_224.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
915,volo_d3_448.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
916,volo_d4_224.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
917,volo_d4_448.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
918,volo_d5_224.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
919,volo_d5_448.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
920,volo_d5_512.sail_in1k,timm,volo,ViT,transformer,ImageNet-1k,[]
921,xcit_large_24_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
922,xcit_large_24_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
923,xcit_large_24_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
924,xcit_large_24_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
925,xcit_large_24_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
926,xcit_large_24_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
927,xcit_medium_24_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
928,xcit_medium_24_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
929,xcit_medium_24_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
930,xcit_medium_24_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
931,xcit_medium_24_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
932,xcit_medium_24_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
933,xcit_nano_12_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
934,xcit_nano_12_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
935,xcit_nano_12_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
936,xcit_nano_12_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
937,xcit_nano_12_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
938,xcit_nano_12_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
939,xcit_small_12_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
940,xcit_small_12_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
941,xcit_small_12_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
942,xcit_small_12_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
943,xcit_small_12_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
944,xcit_small_12_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
945,xcit_small_24_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
946,xcit_small_24_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
947,xcit_small_24_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
948,xcit_small_24_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
949,xcit_small_24_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
950,xcit_small_24_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
951,xcit_tiny_12_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
952,xcit_tiny_12_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
953,xcit_tiny_12_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
954,xcit_tiny_12_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
955,xcit_tiny_12_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
956,xcit_tiny_12_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
957,xcit_tiny_24_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
958,xcit_tiny_24_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
959,xcit_tiny_24_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
960,xcit_tiny_24_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
961,xcit_tiny_24_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
962,xcit_tiny_24_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
